,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
160,DeMar DeRozan,G-F,2018-10-22,SAS,LAL,A,W,1,45,11,29,0.379,9,24,0.375,2,5,0.4,8,9,0.889,1,7,8,14,1,0,2,3,32
161,DeMar DeRozan,G-F,2018-12-05,SAS,LAL,A,L,1,41,12,27,0.444,12,26,0.462,0,1,0.0,8,8,1.0,1,6,7,3,2,0,2,0,32
162,Luka Doncic,G-F,2018-12-20,DAL,LAC,A,L,1,31,10,20,0.5,7,14,0.5,3,6,0.5,9,13,0.692,4,0,4,5,4,0,4,3,32
163,Kevin Durant,F-G,2018-11-17,GSW,DAL,A,L,1,37,11,24,0.458,11,20,0.55,0,4,0.0,10,11,0.909,0,4,4,3,0,1,4,4,32
164,Kevin Durant,F-G,2018-11-23,GSW,POR,H,W,1,38,13,21,0.619,11,16,0.688,2,5,0.4,4,5,0.8,1,8,9,7,2,3,6,3,32
165,Joel Embiid,C,2018-10-20,PHI,ORL,H,W,1,34,13,26,0.5,10,21,0.476,3,5,0.6,3,4,0.75,4,6,10,3,0,0,0,2,32
166,Joel Embiid,C,2018-11-25,PHI,BRK,A,W,1,36,11,19,0.579,11,16,0.688,0,3,0.0,10,12,0.833,2,10,12,4,0,2,4,4,32
167,Danilo Gallinari,F,2018-12-20,LAC,DAL,H,W,1,34,11,16,0.688,8,10,0.8,3,6,0.5,7,7,1.0,1,5,6,4,0,2,3,2,32
168,Paul George,F,2018-11-17,OKC,PHO,A,W,1,40,9,22,0.409,6,12,0.5,3,10,0.3,11,11,1.0,1,10,11,2,3,3,5,2,32
169,Paul George,F,2018-10-30,OKC,LAC,H,W,1,34,9,18,0.5,6,13,0.462,3,5,0.6,11,14,0.786,1,11,12,4,0,2,4,3,32
170,Paul George,F,2018-12-14,OKC,DEN,A,L,1,40,12,24,0.5,9,18,0.5,3,6,0.5,5,6,0.833,3,2,5,2,1,0,3,2,32
171,Paul George,F,2018-11-12,OKC,PHO,H,W,1,36,11,19,0.579,5,9,0.556,6,10,0.6,4,4,1.0,1,7,8,6,0,0,4,3,32
172,Tim Hardaway,G,2018-11-20,NYK,POR,H,L,1,37,10,21,0.476,7,15,0.467,3,6,0.5,9,9,1.0,2,3,5,4,1,0,2,2,32
173,Tim Hardaway,G,2018-11-18,NYK,ORL,A,L,1,36,9,20,0.45,4,10,0.4,5,10,0.5,9,10,0.9,1,1,2,2,3,0,1,2,32
174,James Harden,G,2018-12-15,HOU,MEM,A,W,1,41,9,14,0.643,6,7,0.857,3,7,0.429,11,13,0.846,0,12,12,10,2,0,5,1,32
175,Jrue Holiday,G,2018-12-03,NOP,LAC,H,L,1,42,12,23,0.522,8,15,0.533,4,8,0.5,4,6,0.667,3,1,4,14,4,1,1,3,32
176,LeBron James,F-G,2018-11-21,LAL,CLE,A,W,1,36,11,20,0.55,9,14,0.643,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,32
177,LeBron James,F-G,2018-10-22,LAL,SAS,H,L,1,43,11,25,0.44,9,17,0.529,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,32
178,Nikola Jokic,C-F,2018-12-18,DEN,DAL,H,W,1,35,13,25,0.52,11,19,0.579,2,6,0.333,4,4,1.0,6,10,16,4,3,1,5,4,32
179,Zach LaVine,G,2018-10-24,CHI,CHO,H,W,1,36,10,22,0.455,9,17,0.529,1,5,0.2,11,12,0.917,1,3,4,5,0,0,3,5,32
180,Kawhi Leonard,F,2018-12-07,TOR,BRK,A,L,1,38,10,21,0.476,5,15,0.333,5,6,0.833,7,8,0.875,0,3,3,4,4,1,3,3,32
181,Lauri Markkanen,F-C,2018-12-21,CHI,ORL,H,W,1,37,12,20,0.6,8,14,0.571,4,6,0.667,4,4,1.0,0,6,6,3,0,1,2,5,32
182,Emmanuel Mudiay,G,2018-12-17,NYK,PHO,H,L,1,33,12,21,0.571,10,15,0.667,2,6,0.333,6,7,0.857,1,5,6,6,0,0,2,3,32
183,Emmanuel Mudiay,G,2018-12-21,NYK,ATL,H,L,1,34,12,20,0.6,9,13,0.692,3,7,0.429,5,7,0.714,0,1,1,4,1,0,3,3,32
184,Chris Paul,G,2018-11-02,HOU,BRK,A,W,1,37,13,27,0.481,8,15,0.533,5,12,0.417,1,1,1.0,3,4,7,11,2,2,2,4,32
185,Josh Richardson,G,2018-11-03,MIA,ATL,A,L,1,38,10,18,0.556,4,8,0.5,6,10,0.6,6,6,1.0,0,1,1,3,2,1,1,4,32
186,D'Angelo Russell,G,2018-12-16,BRK,ATL,H,W,1,29,13,19,0.684,8,10,0.8,5,9,0.556,1,1,1.0,1,5,6,7,2,0,0,2,32
187,Dennis Schroder,G,2018-11-21,OKC,GSW,A,W,0,28,12,19,0.632,7,13,0.538,5,6,0.833,3,3,1.0,1,3,4,4,1,0,1,3,32
188,Russell Westbrook,G,2018-10-21,OKC,SAC,H,L,1,35,13,23,0.565,12,17,0.706,1,6,0.167,5,11,0.455,2,10,12,8,0,0,5,2,32
189,Russell Westbrook,G,2018-10-30,OKC,LAC,H,W,1,34,13,25,0.52,12,22,0.545,1,3,0.333,5,7,0.714,2,2,4,8,3,1,3,4,32
190,Giannis Antetokounmpo,F-G,2018-10-22,MIL,NYK,H,W,1,37,13,29,0.448,12,26,0.462,1,3,0.333,4,6,0.667,9,6,15,4,0,2,3,4,31
191,Giannis Antetokounmpo,F-G,2018-11-14,MIL,MEM,H,L,1,35,10,14,0.714,10,12,0.833,0,2,0.0,11,12,0.917,1,8,9,4,1,2,6,4,31
192,Bradley Beal,G,2018-12-14,WAS,BRK,A,L,1,39,13,22,0.591,11,19,0.579,2,3,0.667,3,4,0.75,0,1,1,9,0,0,0,2,31
193,Trey Burke,G,2018-11-18,NYK,ORL,A,L,0,29,11,20,0.55,10,13,0.769,1,7,0.143,8,10,0.8,1,2,3,2,2,0,3,2,31
194,Stephen Curry,G,2018-10-19,GSW,UTA,A,W,1,37,13,24,0.542,8,15,0.533,5,9,0.556,0,1,0.0,1,3,4,8,2,0,4,2,31
195,Spencer Dinwiddie,G,2018-11-25,BRK,PHI,H,L,0,29,11,15,0.733,7,10,0.7,4,5,0.8,5,6,0.833,0,3,3,5,0,0,3,4,31
196,Luka Doncic,G-F,2018-10-29,DAL,SAS,A,L,1,40,11,18,0.611,7,12,0.583,4,6,0.667,5,6,0.833,2,6,8,4,1,1,6,0,31
197,Joel Embiid,C,2018-10-30,PHI,TOR,A,L,1,33,11,21,0.524,8,17,0.471,3,4,0.75,6,7,0.857,5,6,11,4,0,1,2,4,31
198,Joel Embiid,C,2018-11-21,PHI,NOP,H,W,1,32,11,23,0.478,9,19,0.474,2,4,0.5,7,9,0.778,5,14,19,2,0,2,7,5,31
199,Evan Fournier,G-F,2018-10-20,ORL,PHI,A,L,1,34,12,23,0.522,6,13,0.462,6,10,0.6,1,1,1.0,0,4,4,3,1,0,1,3,31
200,De'Aaron Fox,G,2018-11-01,SAC,ATL,A,W,1,34,9,13,0.692,6,9,0.667,3,4,0.75,10,11,0.909,3,7,10,15,1,0,3,3,31
201,Rudy Gay,F,2018-12-05,SAS,LAL,A,L,1,35,12,21,0.571,10,16,0.625,2,5,0.4,5,5,1.0,2,5,7,2,2,0,3,6,31
202,Paul George,F,2018-12-10,OKC,UTA,H,W,1,30,8,10,0.8,3,4,0.75,5,6,0.833,10,12,0.833,0,3,3,3,4,0,2,3,31
203,Aaron Gordon,F,2018-11-18,ORL,NYK,H,W,1,29,13,17,0.765,9,9,1.0,4,8,0.5,1,2,0.5,0,1,1,2,1,0,4,3,31
204,Blake Griffin,F,2018-12-07,DET,PHI,H,L,1,38,7,15,0.467,7,13,0.538,0,2,0.0,17,24,0.708,2,10,12,6,0,0,4,5,31
205,Blake Griffin,F,2018-12-05,DET,MIL,A,L,1,30,11,22,0.5,7,11,0.636,4,11,0.364,5,6,0.833,0,7,7,4,0,1,7,2,31
206,Tim Hardaway,G,2018-10-17,NYK,ATL,H,W,1,29,10,22,0.455,7,13,0.538,3,9,0.333,8,8,1.0,1,5,6,5,2,0,0,2,31
207,James Harden,G,2018-10-21,HOU,LAC,A,L,1,40,11,26,0.423,7,14,0.5,4,12,0.333,5,6,0.833,0,4,4,14,2,0,3,1,31
208,Kyrie Irving,G,2018-10-30,BOS,DET,H,W,1,33,10,16,0.625,6,9,0.667,4,7,0.571,7,8,0.875,1,4,5,5,1,0,2,0,31
209,Kyrie Irving,G,2018-11-05,BOS,DEN,A,L,1,34,13,17,0.765,9,11,0.818,4,6,0.667,1,1,1.0,2,3,5,5,3,1,2,3,31
210,Kawhi Leonard,F,2018-10-19,TOR,BOS,H,W,1,36,10,25,0.4,8,20,0.4,2,5,0.4,9,9,1.0,2,8,10,3,1,0,3,1,31
211,Kawhi Leonard,F,2018-11-16,TOR,BOS,A,L,1,43,11,25,0.44,11,22,0.5,0,3,0.0,9,11,0.818,2,13,15,4,3,0,2,0,31
212,Kawhi Leonard,F,2018-10-30,TOR,PHI,H,W,1,34,10,19,0.526,8,14,0.571,2,5,0.4,9,10,0.9,1,6,7,4,4,0,0,4,31
213,Damian Lillard,G,2018-11-14,POR,LAL,A,L,1,38,8,23,0.348,5,14,0.357,3,9,0.333,12,13,0.923,1,7,8,11,0,1,2,2,31
214,CJ McCollum,G,2018-11-20,POR,NYK,A,W,1,38,13,23,0.565,8,14,0.571,5,9,0.556,0,0,,1,3,4,2,0,1,1,3,31
215,Donovan Mitchell,G,2018-11-16,UTA,PHI,A,L,1,34,13,35,0.371,12,24,0.5,1,11,0.091,4,7,0.571,0,2,2,0,4,1,1,3,31
216,E'Twaun Moore,G,2018-11-14,NOP,MIN,A,L,1,38,13,23,0.565,9,15,0.6,4,8,0.5,1,4,0.25,1,3,4,4,1,0,2,4,31
217,Marcus Morris,F,2018-12-10,BOS,NOP,H,W,1,32,10,15,0.667,5,7,0.714,5,8,0.625,6,7,0.857,0,4,4,4,0,0,2,5,31
218,Jamal Murray,G,2018-12-05,DEN,ORL,A,W,1,46,10,25,0.4,8,22,0.364,2,3,0.667,9,11,0.818,1,3,4,8,1,0,1,3,31
219,J.J. Redick,G,2018-10-20,PHI,ORL,H,W,0,32,10,20,0.5,2,7,0.286,8,13,0.615,3,3,1.0,0,4,4,4,1,0,0,1,31
220,Josh Richardson,G,2018-10-29,MIA,SAC,H,L,1,37,10,21,0.476,6,11,0.545,4,10,0.4,7,7,1.0,2,1,3,0,2,3,0,4,31
221,Derrick Rose,G,2018-11-07,MIN,LAL,A,L,1,37,11,17,0.647,4,8,0.5,7,9,0.778,2,2,1.0,1,2,3,5,0,0,4,1,31
222,D'Angelo Russell,G,2018-11-12,BRK,MIN,A,L,1,33,10,22,0.455,1,7,0.143,9,15,0.6,2,5,0.4,0,2,2,6,2,0,3,1,31
223,Klay Thompson,G-F,2018-11-24,GSW,SAC,H,W,1,36,12,26,0.462,7,14,0.5,5,12,0.417,2,2,1.0,1,3,4,0,0,0,1,2,31
224,Klay Thompson,G-F,2018-11-23,GSW,POR,H,W,1,33,12,21,0.571,8,12,0.667,4,9,0.444,3,3,1.0,0,7,7,1,2,1,4,1,31
225,Klay Thompson,G-F,2018-11-12,GSW,LAC,A,L,1,45,13,31,0.419,8,15,0.533,5,16,0.313,0,0,,1,2,3,2,2,1,3,2,31
226,Karl-Anthony Towns,C-F,2018-12-10,MIN,GSW,A,L,1,34,11,15,0.733,10,11,0.909,1,4,0.25,8,12,0.667,4,7,11,4,0,1,4,2,31
227,Karl-Anthony Towns,C-F,2018-10-20,MIN,DAL,A,L,1,34,9,16,0.563,5,10,0.5,4,6,0.667,9,10,0.9,1,4,5,2,1,1,0,5,31
228,Nikola Vucevic,C,2018-11-25,ORL,LAL,A,W,1,36,10,20,0.5,7,12,0.583,3,8,0.375,8,8,1.0,2,13,15,7,2,3,3,2,31
229,Kemba Walker,G,2018-12-12,CHO,DET,H,W,1,38,8,25,0.32,4,14,0.286,4,11,0.364,11,13,0.846,0,8,8,9,1,1,1,2,31
230,Giannis Antetokounmpo,F-G,2018-12-21,MIL,BOS,A,W,1,33,8,13,0.615,7,10,0.7,1,3,0.333,13,17,0.765,3,5,8,5,0,3,4,3,30
231,Harrison Barnes,F,2018-12-02,DAL,LAC,H,W,1,38,11,28,0.393,8,19,0.421,3,9,0.333,5,5,1.0,5,4,9,1,0,1,3,1,30
232,Harrison Barnes,F,2018-12-18,DAL,DEN,A,L,1,34,10,16,0.625,5,8,0.625,5,8,0.625,5,6,0.833,1,3,4,0,1,1,0,1,30
233,Bradley Beal,G,2018-12-10,WAS,IND,A,L,1,44,10,27,0.37,6,18,0.333,4,9,0.444,6,7,0.857,1,2,3,3,3,1,4,4,30
234,John Collins,F,2018-12-08,ATL,DEN,H,W,1,33,12,20,0.6,9,14,0.643,3,6,0.5,3,4,0.75,3,9,12,5,0,1,1,2,30
235,Mike Conley,G,2018-11-21,MEM,SAS,A,W,1,35,11,23,0.478,8,16,0.5,3,7,0.429,5,5,1.0,1,3,4,9,1,1,0,0,30
236,Stephen Curry,G,2018-12-03,GSW,ATL,A,W,1,29,10,17,0.588,4,7,0.571,6,10,0.6,4,4,1.0,0,3,3,2,1,1,3,4,30
237,Stephen Curry,G,2018-10-21,GSW,DEN,A,L,1,39,10,23,0.435,4,7,0.571,6,16,0.375,4,4,1.0,0,4,4,6,0,0,2,4,30
238,Anthony Davis,F-C,2018-12-21,NOP,LAL,A,L,1,39,12,23,0.522,11,19,0.579,1,4,0.25,5,8,0.625,5,15,20,5,0,1,1,2,30
239,DeMar DeRozan,G-F,2018-10-27,SAS,LAL,H,W,1,39,14,23,0.609,14,23,0.609,0,0,,2,2,1.0,1,11,12,8,2,1,4,4,30
240,Kevin Durant,F-G,2018-12-19,GSW,UTA,A,L,1,36,10,23,0.435,8,16,0.5,2,7,0.286,8,9,0.889,1,6,7,2,0,1,5,2,30
241,Kevin Durant,F-G,2018-10-24,GSW,WAS,H,W,1,32,13,18,0.722,12,15,0.8,1,3,0.333,3,3,1.0,0,8,8,7,1,1,3,0,30
242,Kevin Durant,F-G,2018-12-12,GSW,TOR,H,L,1,33,13,22,0.591,11,18,0.611,2,4,0.5,2,2,1.0,0,7,7,5,0,0,5,2,30
243,Joel Embiid,C,2018-10-24,PHI,MIL,A,L,1,36,9,24,0.375,7,17,0.412,2,7,0.286,10,13,0.769,3,16,19,6,0,3,2,2,30
244,Joel Embiid,C,2018-10-18,PHI,CHI,H,W,1,33,9,14,0.643,9,11,0.818,0,3,0.0,12,14,0.857,1,11,12,3,1,4,2,4,30
245,De'Aaron Fox,G,2018-12-07,SAC,CLE,A,W,1,29,12,16,0.75,8,11,0.727,4,5,0.8,2,3,0.667,0,2,2,12,3,0,1,4,30
246,Blake Griffin,F,2018-11-14,DET,TOR,A,W,1,40,13,22,0.591,10,14,0.714,3,8,0.375,1,2,0.5,1,11,12,3,3,2,5,2,30
247,Blake Griffin,F,2018-11-27,DET,NYK,H,W,1,36,9,21,0.429,9,16,0.563,0,5,0.0,12,16,0.75,0,4,4,5,0,0,2,0,30
248,Tim Hardaway,G,2018-11-16,NYK,NOP,A,L,1,38,9,23,0.391,5,11,0.455,4,12,0.333,8,10,0.8,2,6,8,2,2,0,3,2,30
249,James Harden,G,2018-12-01,HOU,CHI,H,W,1,30,9,16,0.563,3,5,0.6,6,11,0.545,6,7,0.857,0,6,6,7,1,1,7,1,30
250,Montrezl Harrell,F-C,2018-10-26,LAC,HOU,A,W,0,28,8,13,0.615,8,13,0.615,0,0,,14,15,0.933,0,6,6,1,2,2,1,2,30
251,Gordon Hayward,F-G,2018-12-01,BOS,MIN,A,W,0,30,8,16,0.5,4,11,0.364,4,5,0.8,10,10,1.0,3,6,9,8,2,0,2,0,30
252,Jrue Holiday,G,2018-11-21,NOP,PHI,A,L,1,41,11,24,0.458,10,18,0.556,1,6,0.167,7,8,0.875,2,2,4,10,2,1,5,1,30
253,Serge Ibaka,F-C,2018-10-29,TOR,MIL,A,L,1,29,12,21,0.571,10,16,0.625,2,5,0.4,4,4,1.0,2,7,9,1,0,1,0,3,30
254,Zach LaVine,G,2018-10-18,CHI,PHI,A,L,1,33,11,19,0.579,9,12,0.75,2,7,0.286,6,7,0.857,0,5,5,3,0,3,5,5,30
255,Damian Lillard,G,2018-11-25,POR,LAC,H,L,1,41,12,27,0.444,9,14,0.643,3,13,0.231,3,4,0.75,1,5,6,4,0,0,3,3,30
256,Damian Lillard,G,2018-11-03,POR,LAL,H,L,1,36,10,23,0.435,8,14,0.571,2,9,0.222,8,8,1.0,1,3,4,4,3,0,0,1,30
257,CJ McCollum,G,2018-11-03,POR,LAL,H,L,1,36,13,24,0.542,11,16,0.688,2,8,0.25,2,2,1.0,2,3,5,4,0,0,3,3,30
258,Khris Middleton,F-G,2018-10-22,MIL,NYK,H,W,1,35,11,14,0.786,4,6,0.667,7,8,0.875,1,2,0.5,0,7,7,2,1,0,2,3,30
259,Nikola Mirotic,F,2018-10-17,NOP,HOU,A,W,1,30,11,20,0.55,5,12,0.417,6,8,0.75,2,3,0.667,7,3,10,3,0,0,1,1,30
260,Donovan Mitchell,G,2018-11-30,UTA,CHO,A,W,1,34,12,22,0.545,10,15,0.667,2,7,0.286,4,5,0.8,1,5,6,6,1,0,3,0,30
261,E'Twaun Moore,G,2018-11-12,NOP,TOR,A,W,1,36,13,18,0.722,10,13,0.769,3,5,0.6,1,2,0.5,0,2,2,3,1,0,2,1,30
262,E'Twaun Moore,G,2018-11-21,NOP,PHI,A,L,1,38,13,25,0.52,10,18,0.556,3,7,0.429,1,3,0.333,1,1,2,1,0,0,0,3,30
263,J.J. Redick,G,2018-10-23,PHI,DET,A,L,0,37,9,21,0.429,3,6,0.5,6,15,0.4,6,7,0.857,0,5,5,6,0,0,0,1,30
264,D'Angelo Russell,G,2018-12-03,BRK,CLE,H,L,1,33,13,31,0.419,9,19,0.474,4,12,0.333,0,1,0.0,4,4,8,6,2,0,1,1,30
265,Domantas Sabonis,F-C,2018-10-31,IND,NYK,A,W,0,21,12,12,1.0,12,12,1.0,0,0,,6,7,0.857,3,6,9,3,0,2,6,6,30
266,Garrett Temple,G,2018-10-19,MEM,ATL,H,W,1,34,10,11,0.909,5,5,1.0,5,6,0.833,5,7,0.714,0,4,4,2,1,1,1,1,30
267,Nikola Vucevic,C,2018-11-26,ORL,GSW,A,L,1,33,12,21,0.571,11,17,0.647,1,4,0.25,5,6,0.833,4,8,12,6,1,0,1,4,30
268,Nikola Vucevic,C,2018-11-14,ORL,PHI,H,W,1,39,10,19,0.526,7,13,0.538,3,6,0.5,7,8,0.875,0,8,8,4,2,0,1,1,30
269,Kemba Walker,G,2018-11-09,CHO,PHI,A,L,1,40,9,29,0.31,6,15,0.4,3,14,0.214,9,10,0.9,0,7,7,9,1,0,0,1,30
270,Kemba Walker,G,2018-12-19,CHO,CLE,H,W,1,38,11,26,0.423,7,14,0.5,4,12,0.333,4,5,0.8,2,1,3,6,2,1,1,2,30
271,Kemba Walker,G,2018-10-26,CHO,CHI,H,W,1,26,11,18,0.611,6,8,0.75,5,10,0.5,3,3,1.0,1,5,6,7,0,0,2,3,30
272,John Wall,G,2018-12-01,WAS,BRK,H,W,1,37,12,24,0.5,9,18,0.5,3,6,0.5,3,5,0.6,0,5,5,9,1,0,2,1,30
273,John Wall,G,2018-11-20,WAS,LAC,H,W,1,41,9,24,0.375,4,12,0.333,5,12,0.417,7,10,0.7,0,4,4,8,2,2,1,2,30
274,T.J. Warren,F,2018-12-13,PHO,DAL,H,W,1,36,11,17,0.647,8,13,0.615,3,4,0.75,5,6,0.833,1,2,3,3,0,0,2,5,30
275,Russell Westbrook,G,2018-11-23,OKC,CHO,H,W,1,35,10,18,0.556,9,14,0.643,1,4,0.25,9,11,0.818,0,12,12,8,2,0,4,3,30
276,LaMarcus Aldridge,F-C,2018-12-15,SAS,CHI,H,L,1,37,10,16,0.625,10,16,0.625,0,0,,9,11,0.818,2,10,12,1,0,1,0,1,29
277,LaMarcus Aldridge,F-C,2018-12-02,SAS,POR,H,W,1,34,11,15,0.733,11,15,0.733,0,0,,7,8,0.875,2,6,8,3,1,1,5,1,29
278,Giannis Antetokounmpo,F-G,2018-11-19,MIL,DEN,H,W,1,39,13,25,0.52,13,19,0.684,0,6,0.0,3,6,0.5,3,9,12,6,2,0,4,3,29
279,Harrison Barnes,F,2018-11-30,DAL,LAL,A,L,1,34,9,17,0.529,5,11,0.455,4,6,0.667,7,9,0.778,1,4,5,2,2,0,1,1,29
280,Bradley Beal,G,2018-12-18,WAS,ATL,A,L,1,40,11,17,0.647,9,13,0.692,2,4,0.5,5,7,0.714,3,7,10,3,2,0,4,3,29
281,Devin Booker,G,2018-11-23,PHO,MIL,A,W,1,39,13,26,0.5,12,21,0.571,1,5,0.2,2,2,1.0,0,4,4,7,3,0,3,4,29
282,Trey Burke,G,2018-11-21,NYK,BOS,A,W,0,32,11,20,0.55,7,14,0.5,4,6,0.667,3,3,1.0,0,6,6,11,2,0,3,2,29
283,Clint Capela,C,2018-11-23,HOU,DET,A,L,1,43,14,21,0.667,14,21,0.667,0,0,,1,1,1.0,12,9,21,1,2,3,3,2,29
284,John Collins,F,2018-12-16,ATL,BRK,A,L,1,34,13,19,0.684,13,18,0.722,0,1,0.0,3,6,0.5,3,5,8,2,0,1,3,3,29
285,Stephen Curry,G,2018-10-22,GSW,PHO,H,W,1,30,11,18,0.611,5,5,1.0,6,13,0.462,1,2,0.5,0,4,4,8,2,0,3,0,29
286,Stephen Curry,G,2018-10-26,GSW,NYK,A,W,1,33,10,18,0.556,4,7,0.571,6,11,0.545,3,3,1.0,1,3,4,2,1,0,3,2,29
287,Anthony Davis,F-C,2018-11-19,NOP,SAS,H,W,1,32,13,22,0.591,13,21,0.619,0,1,0.0,3,3,1.0,3,6,9,4,2,2,2,1,29
288,Anthony Davis,F-C,2018-11-14,NOP,MIN,A,L,1,41,9,25,0.36,7,22,0.318,2,3,0.667,9,10,0.9,2,9,11,2,2,4,0,2,29
289,Kevin Durant,F-G,2018-11-13,GSW,ATL,H,W,1,37,9,23,0.391,9,20,0.45,0,3,0.0,11,11,1.0,0,6,6,3,2,1,4,3,29
290,Marc Gasol,C,2018-11-14,MEM,MIL,A,W,1,38,10,18,0.556,4,6,0.667,6,12,0.5,3,5,0.6,1,4,5,2,1,1,5,1,29
291,Paul George,F,2018-10-21,OKC,SAC,H,L,1,33,10,18,0.556,7,9,0.778,3,9,0.333,6,6,1.0,0,6,6,2,3,0,4,5,29
292,Tim Hardaway,G,2018-10-19,NYK,BRK,A,L,1,36,10,25,0.4,7,17,0.412,3,8,0.375,6,7,0.857,0,2,2,0,3,0,2,1,29
293,James Harden,G,2018-12-03,HOU,MIN,A,L,1,37,8,17,0.471,5,10,0.5,3,7,0.429,10,13,0.769,0,4,4,8,2,1,5,5,29
294,James Harden,G,2018-10-24,HOU,UTA,H,L,1,32,10,19,0.526,7,15,0.467,3,4,0.75,6,9,0.667,1,4,5,7,1,0,7,4,29
295,James Harden,G,2018-12-11,HOU,POR,H,W,1,32,10,21,0.476,6,12,0.5,4,9,0.444,5,7,0.714,0,1,1,4,1,0,2,4,29
296,Tobias Harris,F,2018-11-20,LAC,WAS,A,L,1,37,12,21,0.571,8,15,0.533,4,6,0.667,1,2,0.5,1,8,9,1,0,0,2,3,29
297,Jrue Holiday,G,2018-11-12,NOP,TOR,A,W,1,39,12,19,0.632,9,12,0.75,3,7,0.429,2,4,0.5,0,3,3,14,1,0,1,2,29
298,Jrue Holiday,G,2018-11-03,NOP,SAS,A,L,1,39,13,21,0.619,13,18,0.722,0,3,0.0,3,4,0.75,1,3,4,8,0,0,3,3,29
299,Jrue Holiday,G,2018-11-28,NOP,WAS,H,W,1,36,12,19,0.632,9,12,0.75,3,7,0.429,2,4,0.5,1,6,7,5,1,1,3,1,29
300,Kyrie Irving,G,2018-12-19,BOS,PHO,H,L,1,36,10,19,0.526,6,11,0.545,4,8,0.5,5,5,1.0,2,3,5,10,4,1,4,2,29
301,Kyrie Irving,G,2018-11-30,BOS,CLE,H,W,1,27,11,15,0.733,6,8,0.75,5,7,0.714,2,4,0.5,2,2,4,4,0,0,2,2,29
302,LeBron James,F-G,2018-10-31,LAL,DAL,H,W,1,39,11,19,0.579,9,16,0.563,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,29
303,LeBron James,F-G,2018-10-29,LAL,MIN,A,L,1,36,11,23,0.478,8,17,0.471,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,29
304,LeBron James,F-G,2018-12-13,LAL,HOU,A,L,1,36,12,18,0.667,9,12,0.75,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,29
305,Enes Kanter,C,2018-10-19,NYK,BRK,A,L,1,35,12,18,0.667,12,17,0.706,0,1,0.0,5,5,1.0,3,7,10,2,1,0,0,2,29
306,Zach LaVine,G,2018-12-01,CHI,HOU,A,L,1,35,11,17,0.647,9,12,0.75,2,5,0.4,5,5,1.0,1,3,4,3,2,2,2,3,29
307,Zach LaVine,G,2018-11-21,CHI,PHO,H,W,1,37,10,20,0.5,9,16,0.563,1,4,0.25,8,9,0.889,0,1,1,6,1,0,2,0,29
308,Kawhi Leonard,F,2018-11-25,TOR,MIA,H,W,1,36,8,20,0.4,5,12,0.417,3,8,0.375,10,12,0.833,0,10,10,2,1,2,1,2,29
309,Kawhi Leonard,F,2018-12-16,TOR,DEN,A,L,1,38,12,21,0.571,11,15,0.733,1,6,0.167,4,4,1.0,2,12,14,4,0,0,4,1,29
310,Caris LeVert,G-F,2018-11-02,BRK,HOU,H,L,1,30,10,17,0.588,6,11,0.545,4,6,0.667,5,7,0.714,1,3,4,2,3,1,1,5,29
311,Damian Lillard,G,2018-10-22,POR,WAS,H,L,1,41,7,21,0.333,5,11,0.455,2,10,0.2,13,15,0.867,0,8,8,8,1,0,5,1,29
312,Damian Lillard,G,2018-10-20,POR,SAS,H,W,1,30,9,15,0.6,6,9,0.667,3,6,0.5,8,8,1.0,0,2,2,9,0,0,0,0,29
313,Damian Lillard,G,2018-11-20,POR,NYK,A,W,1,36,9,22,0.409,6,13,0.462,3,9,0.333,8,10,0.8,1,5,6,8,2,0,4,2,29
314,Donovan Mitchell,G,2018-11-28,UTA,BRK,A,W,1,36,12,24,0.5,10,16,0.625,2,8,0.25,3,4,0.75,0,5,5,1,4,0,4,4,29
315,Otto Porter,F,2018-11-24,WAS,NOP,H,W,1,32,12,15,0.8,9,11,0.818,3,4,0.75,2,3,0.667,2,5,7,4,2,0,1,2,29
316,Julius Randle,F-C,2018-11-01,NOP,POR,A,L,0,26,9,16,0.563,9,14,0.643,0,2,0.0,11,12,0.917,1,5,6,3,1,0,3,5,29
317,Julius Randle,F-C,2018-11-24,NOP,WAS,A,L,1,39,10,16,0.625,9,13,0.692,1,3,0.333,8,10,0.8,2,13,15,7,1,0,2,4,29
318,D'Angelo Russell,G,2018-12-07,BRK,TOR,H,W,1,32,13,22,0.591,11,16,0.688,2,6,0.333,1,1,1.0,1,4,5,5,1,0,6,2,29
319,Collin Sexton,G,2018-12-08,CLE,WAS,H,W,1,40,13,23,0.565,10,16,0.625,3,7,0.429,0,0,,0,3,3,6,2,0,4,3,29
320,Collin Sexton,G,2018-11-24,CLE,HOU,H,W,1,34,14,21,0.667,13,18,0.722,1,3,0.333,0,0,,0,4,4,2,0,0,3,4,29
321,Klay Thompson,G-F,2018-11-26,GSW,ORL,H,W,1,40,11,23,0.478,5,11,0.455,6,12,0.5,1,2,0.5,0,5,5,1,0,2,1,2,29
