,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
64,271.75,285.0,262.0,253.25,285.75,253.0,221.75,271.5,274.25,315.75,303.25,233.0,270.25,244.75,263.0,329.5,322.25,278.25,306.5,236.0,258.75,273.0,254.25,260.5,263.25,254.75,295.0,222.25,187.25,213.5
65,274.0,259.5,256.5,275.5,246.0,252.0,244.75,268.0,268.5,269.0,285.5,252.25,242.0,252.5,276.75,272.5,311.5,249.25,321.0,238.0,253.5,259.5,271.0,237.75,261.0,250.75,285.25,219.5,245.25,255.0
66,234.25,276.5,239.0,256.75,285.5,273.0,242.5,258.75,278.75,300.75,300.75,236.0,231.75,265.0,253.25,266.75,333.0,253.0,290.75,245.75,269.0,256.0,336.25,232.0,259.75,273.5,252.75,218.75,195.0,240.75
67,238.25,246.25,231.75,232.75,268.25,271.5,224.5,246.5,301.49,309.75,265.75,276.5,246.75,252.0,294.0,286.75,316.75,287.0,314.75,233.5,256.75,258.75,310.0,284.75,259.75,259.0,260.5,263.75,212.0,256.5
68,253.0,245.25,254.75,249.25,227.75,276.0,241.5,266.25,251.25,286.25,256.75,235.75,208.25,256.75,321.5,270.0,302.5,255.0,290.0,286.5,247.0,265.5,253.25,265.75,304.25,247.5,250.0,221.5,195.5,261.75
69,250.25,220.75,219.75,275.5,220.75,242.25,258.5,295.0,267.5,301.25,271.75,248.0,271.5,245.5,307.75,275.5,343.25,233.25,318.0,250.5,275.5,267.5,251.0,234.5,250.5,279.5,292.25,221.5,204.5,212.25
70,255.75,288.75,220.25,244.75,231.75,235.0,240.0,263.0,260.25,307.5,249.25,261.0,233.0,235.25,326.75,283.25,323.0,233.75,284.5,226.25,239.75,267.5,282.75,232.75,253.0,253.5,308.5,216.0,199.5,233.75
71,244.75,268.25,216.75,257.75,211.75,256.5,237.5,276.5,274.5,286.5,283.0,254.25,242.5,280.25,270.5,251.0,324.5,263.5,304.5,240.0,250.5,332.75,306.5,210.25,243.75,262.5,217.75,226.25,207.75,256.75
72,267.25,300.0,239.25,287.75,211.0,245.75,236.75,264.0,229.25,300.75,278.5,254.0,254.0,230.25,322.0,239.25,314.25,252.5,300.0,274.25,239.5,279.5,333.25,233.0,274.25,262.0,288.5,237.75,199.0,240.25
73,242.5,261.75,201.25,273.0,230.75,257.25,225.75,267.25,261.25,256.5,316.25,261.75,255.25,276.5,276.0,284.75,322.5,239.5,305.5,248.0,248.5,265.5,285.25,258.0,267.75,270.25,251.75,190.25,227.75,236.75
